title,amount,department,date,city,views,details
Cali Pods Kiwi Guava Juul Compatible at Calivapepods.com,"1,200",Others,"July 9, 2019","New Delhi, Delhi",1633,Kiwi Guava Feel you in a tropical paradise with fresh kiwi and the juicy guava that bursts with flavor. The Cali Pods Kiwi Guava (Juul Compatible) is ...
ASKED FOR COMMISSION TO SANCTION A LOAN ,"10,000",Loans,"July 9, 2019","Bangalore, Karnataka",1576,"SIR, I AM A CUSTOMER OF VATSALA SOUDHARA CO OPERATIVER FINANCIAL BANK ,IN BASAVESHWARANAGAR BANGALORE NEAR MAGADI ROAD , RECENTLY I WENT FOR PERSONAL ..."
Associated MGT 8.0 (.21-.32 Engine) at RBinnovations.com,"1,200",Others,"July 9, 2019","Adilabad, Telangana",1802,"Get online best and affordable Associated MGT 8.0, Associated MGT .21, Associated MGT .32 engine from https://rbinnovations.com/products/associated-mg..."
Misuse of law by police to blackmail people and extort money.,"20,000",Policies and Procedures,"July 8, 2019","New Delhi, Delhi",1552,"I began renovating my house in West Delhi. Police officers started visiting daily, harassing me and my family. In order to stop the harassment and let..."
Issuance of marriage certificate,"2,500",,"July 8, 2019","Bangalore, Karnataka",1586,I paid bribe of rupees 2500 in sub registrar office. I had applied for the marriage certificate and wanted the process to be done smoothly. The concer...
My father paid 4000 rs in treasury office ballia for processing his pension documents,"4,000",Pension Processing,"July 8, 2019","Ballia, Uttar Pradesh",2802,My father who just retired from his work as a assistant teacher in Government middle school on 31st march 2019 Now its been three whole months of reti...
AR and AR15 Handguard Rifle Case at AR15handguard.com,"1,500",Others,"July 8, 2019","Adityapur, Jharkhand",2333,"FAST shipping on AR15 and AR handguard rifle case, grips and stocks from AR15handguard.com also AR15 Handguard provide everything you need to build & ..."
Registrar not willing to do registration without bribe,"20,000",Encumbrance Certificate,"July 8, 2019","Bangalore, Karnataka",5015,"I am due to register my property, with Sub Registrar Shivajinagar. The bank officials have already informed me of bribe amount amouting to 18-20k with..."
Paid bribe of Rs.500 for Police clearance for passport,500,Verification and Certificates,"July 4, 2019","Bangalore, Karnataka",1584,"Reason for police clearance: Re-issue of passport  Location: At my home in Bangalore The officer after taking all documents, asking all questions, and..."
Asked for Bribe on account of Usage of Plastic bags -- whereas we are not using plastic material,"20,000",Others,"July 3, 2019","Kanpur, Uttar Pradesh",2811,Date 3rd July 2019 Place 118/220 kaushal puri kanpur 208012 Name Naren Kumar Shukla (Kanpur Nagar Nigam) We are using ONLY NONWOVEN FABRIC in our offi...
The Griswolds Boat Shoes at Froats.com,"2,693",Others,"July 3, 2019","New Delhi, Delhi",1581,"Tis the season, Cut loose in the Griswolds, whether you're impressing your latest boss at the company party after 8 Egg Nog Smashes or finally shoveli..."
Passion Fruit Orange Guava Cali Pods at Calivapepods.com,"1,200",Others,"July 3, 2019","New Delhi, Delhi",1606,Get online best and inexpensive Passion Fruit Orange Guava Cali Pods and 1 Pod contains: 1ml – 50mg (5%) Nicotine also 1 Pod is equivalent to 1 ciga...
Bribe for riding karnataka vehicle in Tamil Nadu,150,"Traffic Fines, Penalties, Rules","July 3, 2019","Chennai, Tamil Nadu",2276,"I had my helmet worn, license and insurance for my scooty. They caught me for no reason and when I showed them all my proof but for the sake of bribin..."
Drifting Hoverkart Gokart Attachment Buggy UK,12,Others,"July 3, 2019","Adari, Uttar Pradesh",2366,Get online best and inexpensive SILI Drift instantly turns your hoverboard into a Gokart and this drifting attachment allows you to reach the maximum ...
Zenoah G320RC Engine LOSI Only,"1,200",Others,"July 3, 2019","Fatehabad, Haryana",1139,This supercharger system can be used on any vehicle with zenoah g320rc engine and this system also includes custom parts like custom machined clutch h...
Had to pay bribe for police verification of passport. ,"1,300",Policies and Procedures,"July 2, 2019","Alipurduar, West Bengal",1295,It has been over a month since my police verification was initiated. I got a call last night (1/07/19) to visit the DIB office for my verification and...
FIR for lost certificates,200,FIR and Complaints,"July 2, 2019","Varanasi, Uttar Pradesh",1904,I had lost my sister's  transfer and character certificate and to get new one from school I was told to get an FIR from police station and submit it t...
AR15 Lower Part Kit – Complete AR15 LPK,"1,200",Others,"July 2, 2019","New Delhi, Delhi",1397,"Buy online original, inexpensive and high quality custom AR15 Lower Part Kit and AR15 LPK online with us at AR15 Handguard (ar15handguard.com) with ov..."
Corrupt cops increased their bribe rates due to increase in fine rates,"1,500","Traffic Fines, Penalties, Rules","July 2, 2019","Bangalore, Karnataka",1703,"Yesterday, I was being caught by traffic police and the reason was bike silencer alteration. The lady traffic cop was so much corrupt that she started..."
Powermatic 3 or Powermatic III Electric Cigarette Rolling Machine For Sale ,"1,230",Others,"July 2, 2019","Adoni, Andhra Pradesh",2239,Automatic Powermatic III or Powermatic 3 Electric Cigarette Rolling Machine is a great way to save hundreds of dollars a year instead of buying packag...
Paid for appeal decision,"50,000",Assessment,"July 1, 2019","Nashik, Maharashtra",3568,"Rs. 50000 paid for appeal decision to MVAT Dy. Commissioner Appeal, Nashik - Mr. Chandrakant Jadhav. Even after getting the amount has not passed the ..."
Paid to get rightful  justice at MVAT appeal,"1,50,000",Sales Tax,"July 1, 2019","Nashik, Maharashtra",2486,"Paid to JC Appeal Mr. Vikas Doke  thru his assistant Mr. Sagar Sewale at Nashik Sales Tax Office situated at Kanda-batata Bhawan, Dwarka, Nashik. The ..."
BBMP Revenue Department - Scamming people to pay tax,"3,500",Certificates,"July 1, 2019","Bangalore, Karnataka",1335,Hi Everyone  Subject- To get a Tax Id (SAS No) number to pay Tax on a property.   I applied with BBMP ARO office in Kengeri Satellite Town to get a re...
BBMP Revenue Department - Scamming people to pay bribe.,"3,500",Certificates,"July 1, 2019","Bangalore, Karnataka",1278,Hi Everyone  Subject- To get a Tax Id (SAS No) number to pay Tax on a property.   I applied with BBMP ARO office in Kengeri Satellite Town to get a re...
Asked for bribe,250,Policies and Procedures,"June 30, 2019","New Delhi, Delhi",1311,"Place: Nizamuddin railway station entry no 2(kale Khan). The police is bald, no name batch, was posted the the luggage scanner counter. Time around 17..."
Fake Income Certificate,"5,000",Public Works,"June 29, 2019","Dehradun, Uttarakhand",2996,"PATWARI OF Adhoiwala, Dehradun Pitamber..."
Bribe to hand over certificate,200,Certificates,"June 29, 2019","Guwahati, Assam",2236,Guwahati office of Revenue department deals with numbers of applications per day to issue various certificates to public. If they charge Rs100 to 200 ...
Paid bribe every time,500,Timber Related,"June 28, 2019","Nainital, Uttarakhand",2187,People at DFO office don't work until they are paid. Every time I have to get some work I have to pay them first or they will keep your work on hold.....
Forced to pay a bribe or face false charges by the traffic police,600,"Traffic Fines, Penalties, Rules","June 28, 2019","Panchkula, Haryana",1623,"About 2:00 pm, the traffic police turned off a U-Turn under a flyover and I took it as my usual path every day, is. Got caught by khaki-uniformed cons..."
RTO - KR PURAM,70,Entry Tax,"June 25, 2019","Bangalore, Karnataka",4050,"I don't know the name. I was afraid he would sabotage my chances of getting the license. For taking the photo for the Driving Licence, he was asking e..."
Akshay Academy Indore taking bribe of Rs. 200 for each paper,200,College Leaving Certificate,"June 25, 2019","Indore, Madhya Pradesh",3229,"Akshay Academy, Kila Maidan, Indore is an exam centre of National Institute of Open Schooling (NIOS), an autonomous institute under MHRD Govt. of Indi..."
The Star Spangleds Boat Shoes at Froats.com,"1,693",Others,"June 25, 2019","Fatehabad, Haryana",1399,"Salute your shorts with The Star Spangleds Boat Shoes patriotic pair, featuring bright white stars against a handsome navy blue backdrop, matte red la..."
Mango Mint Cali Pods at Calivapepods.com,"12,589",Others,"June 25, 2019","Daudnagar, Bihar",1222,Buy online best and inexpensive Mango Mint Cali Pods and 1 Pod contains 1ml (50mg) 5% Nicotine and 1 Pod is equivalent to 1 cigarette pack and each Pa...
Air Filter Technology – Rbinnovations.com,"1,200",Others,"June 25, 2019","Damoh, Madhya Pradesh",1171,"The best performing air purifiers (air filter technology) feature more than one filter technology, and using HEPA style filtration is the key to best ..."
Asked bribe for providing passbook for the registered land,"3,000",Land Registration,"June 24, 2019","Guntakal, Andhra Pradesh",2226,Name of the officer: NALLAPPA Date of incident; 2019-06-24 Time of incident; Afternoon around 2'o clock Location: Guntakal municipal office Incident t...
Bangalore traffic police constable demanded me 50rs bribe in public road ,50,Autorickshaws,"June 24, 2019","Bangalore, Karnataka",2882,I dont know name of officer he belongs to CV Raman nagar traffic police department time: evening 6pm he is traffic police constable...
For prossessing GST Refund 1% of refund amount to be given as bribe,"4,00,000",Sales Tax,"June 24, 2019","Sangareddy, Telangana",1374,The deputy commissioner had asked for 1% commission for processing of GST refund and out of that 50% will be given to nizamabad commissioner and 50% f...
AR15 Handguard Red Dot and Scope at AR15handguard.com,"1,23,666",Others,"June 24, 2019","East Nimar/Khandwa, Madhya Pradesh",1065,Are you looking to buy best and inexpensive ar15 handguard red dot and ar15 handguard scope in USA then you have visited the exact place as we at ar15...
Motion Sensor LED Night Light Round or Square at Hardworkingproducts.com,"1,589",Others,"June 24, 2019","Kadiri, Andhra Pradesh",1365,"Get online best and inexpensive motion-activated LED Light as this is a great addition to any bedroom, bathroom, hallway, staircase, closet, cabinet, ..."
Silikart Hoverkart Gokart Attachment Buggy For Sale UK,"1,369",Others,"June 24, 2019","Pakaur, Jharkhand",2052,"Get online best and inexpensive SILI KART instantly turns your hoverboard into a Gokart!  This attachment allows you to reach the maximum speed, safel..."
Police said for verification fees,300,Verification and Certificates,"June 22, 2019","Vellore, Tamil Nadu",2143,"I was asked to paid RS.300, when I asked for why he said for police verification fee.., after when I came from police station I check with my brother ..."
Bill jyada nikal rahe hai,500,,"June 22, 2019","Aligarh, Uttar Pradesh",2371,ये जो बिजली कर्मचारी है अपनी मनमानी से बिजली का बिल निकलत�...
BDA officers asking bribe,"7,000",Property Registration,"June 22, 2019","Bangalore, Karnataka",2169,Property registration BDAcaae worker indirectly asking bribe.if you are not ready your files will be in there desk for long days.EAch day they will sa...
Paid bribe for passport verification,"1,700",Verification and Certificates,"June 22, 2019","Medinipur, West Bengal",1927,The officer came to my home and asked for the original and xerox copy of my documents. After that he openly asked for give me the police processing fe...
The Lone Star Boat Shoes at https://froats.com/products/the-lonestars,"1,20,000",Others,"June 21, 2019","New Delhi, Delhi",1465,"Find great, best and inexpensive deals on https://froats.com/products/the-lonestars for the Lone Stars Boat shoes in Baltimore, MD at best market pric..."
Fraud parcel booking ,"2,000",Post and Parcel,"June 20, 2019","Arakkonam, Tamil Nadu",1350,"Arakkonam post office, and kaveripakkam postoffice fraud parcel booked by taking bribe from the company which consist fraud thing and cheating people ..."
PAID BRIBE FOR GETTING AN ELECTRICITY CONNECTION,"20,000",Commercial and Industrial,"June 19, 2019","Baghpat, Uttar Pradesh",1611,"Mr. Yogesh / Mr. Ram Phool / Mr. Kapil 18/09/2019  5.30P.M Office of the Executive Engineer, Baghpat.  ..."
Bribe for Passport police verificaiton,"1,500",Verification and Certificates,"June 19, 2019","New Delhi, Delhi",1622,"I live in Delhi since last 10 years, in approx 2013 (I didn't remember exact data) I applied for passport, when police officer arrived at my home for ..."
Flyover under construction where police take bribe for helmets and papers,700,Autorickshaws,"June 19, 2019","Pune, Maharashtra",2759,My way to kamshet through somatne phata to kamshet between there is fly over under construction at this point these police people take bribe for diffe...
